no_of_dependents,education,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets,loan_coverage_ratio,loan_to_income,liquid_assets,liquidity_ratio,log_income,log_loan,self_employed_ Yes
0.8907178310179176,-0.9985369414257105,-0.09264605579583036,-0.08867673589778034,-0.850759012729852,1.1311021605496678,-0.2353837914415393,-1.1373055794429499,-0.44443982534052584,-0.7368265803697843,-0.6673019158032271,-1.3363784822931064,-0.00876375578651983,-1.096124520511411,-1.819132708975022,0.23549578299249604,0.24894225542563264,0.0
0.3011071714082667,-0.9985369414257105,0.2654595248977302,0.18021760995970865,1.2434327425362062,0.1942450587644749,0.10743649063663945,0.7859945550800657,-0.048387113486624375,-0.39679524793417603,0.12407733743993736,-0.22167652102093877,-0.17641580504093335,0.3204798597097358,0.18103861871270363,0.46053369464893185,0.42687676421869014,1.0
-0.28850348820138416,-0.9985369414257105,1.0891023604929195,0.8076377502938497,1.2434327425362062,0.7956841858364506,2.3201855840503387,1.7476446223415734,1.304792985347539,0.7160345673096329,1.8982151404621947,1.3489053402678188,-0.3883372877782387,1.483586613996572,0.7995389147154485,0.8577185085254597,0.7585236220248788,1.0
-0.28850348820138416,1.0014652022510058,-0.2358882880732546,-0.13349246020736186,-0.850759012729852,1.2178481884927412,0.9021562354542356,-0.17565551218144207,-0.015382720832132586,0.06688384175074433,0.2637324997769664,0.73186990899742,0.2933171601620151,-0.08213401677416907,0.003065009216650316,0.13202584471235818,0.21640501638545284,1.0
1.4803284906275684,-0.9985369414257105,0.5161334313832227,1.087736027228734,-0.5017270535188423,1.038573064077056,-0.06397365040244993,1.0607517171547822,0.06162752869501493,1.1797136569945532,0.4447669694731151,-0.8921215079444695,1.395191749473179,1.2599122381721806,0.24510731708352312,0.5960309886256555,0.8803855793839354,0.0
0.8907178310179176,1.0014652022510058,0.4803228733138666,0.37068443827543,0.8944007833251965,-1.6158553909809903,1.6033795397050556,-0.3130340932188003,-0.13639882723193583,1.0251539604329132,0.5689048915504743,0.20348729875116361,-0.18365251387909176,0.29065660959981693,-0.10572658719518756,0.5775941200238806,0.5380556779090417,1.0
-0.878114147811035,1.0014652022510058,-1.668310610847497,-1.5227799138043883,0.8944007833251965,0.5123138278890774,-1.092434496636986,-1.0686162889242707,-1.533584782938755,-1.478713123865657,-1.5724742642839709,-1.2908571027603526,1.285400486172848,-1.4092686466655593,-1.2607439280940194,-2.719439139626729,-2.336992477920909,1.0
0.3011071714082667,-0.9985369414257105,0.5519439894525787,0.7852298881390589,-1.1997909719408617,-0.8351411394933297,-0.5626213334252553,-0.45041267425615855,1.0957651652024243,0.7469465066219608,0.35166352791509575,-0.7045440959260633,0.6112975973046194,0.06698223377542532,-0.7549079454740583,0.6141863673403013,0.7481914730298324,0.0
-1.467724807420686,1.0014652022510058,-0.5581833106974591,-0.2791435642135017,-0.15269509430783265,-0.8756226192000972,-0.9677725758812847,-0.5648948251206237,-0.5214500748676734,-0.4277071872465041,-0.7655777707811364,-1.2834751680750738,1.0335742731035176,-0.5742176435878306,-0.7050126956028577,-0.1401020459306973,0.10379243594062018,1.0
0.3011071714082667,1.0014652022510058,-0.8804783333216637,-0.7833204626962936,0.19633686490317706,-1.0086331953794765,-0.017225430119061913,-0.702273406157982,-0.9175027867215748,-0.8604743376190964,-0.7397157036816866,0.02180811892260575,0.21993633458303263,-0.8724501446870194,-0.6237656271195784,-0.49357988196053837,-0.402928191906433,0.0
1.4803284906275684,-0.9985369414257105,-1.7399317269862091,-1.6124113624235512,1.2434327425362062,0.6221921299503037,-1.139182716920374,-1.1144091492700567,-1.6105950324659024,-1.478713123865657,-1.6345432253226504,-1.4679943640432882,0.8656531347011556,-1.439091896775478,-0.9097576464448578,-3.5436951784337816,-3.2110601792292304,0.0
0.8907178310179176,-0.9985369414257105,0.6593756636606468,0.15780974780491788,-0.5017270535188423,-1.0028501268499384,-0.5470385933307926,0.053308789547488356,0.3476655983672771,1.2415375356192093,0.20166353873828682,-0.04151126750492644,-0.9957458243749889,0.633623985863884,0.6824523430743281,0.6670463680470109,0.41305899750176117,0.0
-0.878114147811035,1.0014652022510058,-0.7014255429748834,-0.42479466821964157,0.5453688241141867,1.2988111479062765,-0.578204073519718,0.2364802309306327,-0.4554412895586898,-0.18041167274787986,-0.3828191777092791,-0.01798587951129441,1.1093968896024444,0.06698223377542532,0.9026454960297936,-0.2844187977971248,-0.02109391835654389,1.0
-0.28850348820138416,1.0014652022510058,-0.27169884614261064,-0.2455317709813156,1.5924647017472158,0.10749903082140147,0.6216669137539075,-0.3130340932188003,-0.41143543268603405,-0.7986504589944403,-0.19143988117335042,-0.00044177369807378277,0.02621392409701739,-0.58912926864279,-0.7750741889320529,0.10468776450971465,0.13077863968934084,1.0
1.4803284906275684,-0.9985369414257105,1.411397383117124,0.3258687139658485,1.2434327425362062,-0.5228554388982654,2.6785886062229802,0.053308789547488356,0.534690490076064,0.34509129556169654,1.2102841556168298,1.3526507808649737,-1.6527201185846208,0.20118685927006028,-0.17560620633799318,0.9830084134201476,0.5128489320218014,0.0
1.4803284906275684,-0.9985369414257105,1.339776266978412,0.729210232752082,1.2434327425362062,0.07858368817371034,1.2449765175324143,1.6331624714771082,1.634836911892457,1.0560658997452412,1.727525497605826,1.2679782476157542,-0.8895680133610709,1.5730563643263287,1.0084898290303939,0.9562847212630786,0.7219463739378846,0.0
1.4803284906275684,1.0014652022510058,-0.7372361010442394,-0.8393401180832705,-0.850759012729852,-1.0780300177339353,-0.7963624348421954,-0.3359305233916933,-0.41143543268603405,-1.0150340341807365,-0.7035088097424569,0.39368256810166286,-0.7572892480896032,-0.7084222690824655,0.03236920812993803,-0.32341094672063475,-0.4760013545663639,0.0
1.4803284906275684,-0.9985369414257105,-0.05683549772647431,-0.23432783990392023,-0.15269509430783265,1.5359169576173437,0.9177389755486982,-0.29013766304590727,-0.048387113486624375,0.46873905281100864,0.29476698029630616,1.0936652002082463,-0.5562734114727431,0.03715898366550645,0.40239847551729807,0.2600152938027124,0.13963475122274202,0.0
-0.878114147811035,1.0014652022510058,-1.7399317269862091,-1.6460231556557374,-0.850759012729852,0.9749593102521357,-1.1080172367314487,-1.1144091492700567,-1.5995935682477385,-1.540537002490313,-1.6293708119027603,0.41406731954638665,-1.6527365347524938,-1.468915146885397,-1.5678596666210356,-3.5436951784337816,-3.8528603792760725,1.0
-1.467724807420686,1.0014652022510058,0.5519439894525787,-0.11108459805257109,1.5924647017472158,-1.3845326497994612,-0.09513913059137526,0.030412359374595313,1.1287695578569161,0.8705942638712729,0.6516635062687137,1.4968353093558227,-1.4237746288173645,0.4397728601494113,0.8825220849413048,0.6141863673403013,0.23278902004703414,0.0
0.3011071714082667,-0.9985369414257105,-0.6298044268361712,-0.5256300479161999,0.19633686490317706,1.2525465996699705,-0.04839091030798725,0.3051695214493118,-0.3674295758133784,-0.02585197618623974,-0.1241985067147809,1.0251101345221285,0.28059755886492027,0.18627523421510084,1.4796606231796576,-0.210072464166709,-0.11627982590582664,1.0
-0.28850348820138416,-0.9985369414257105,-1.2743944720845803,-1.3211091544112716,1.2434327425362062,-0.9218871674364031,-1.0301035362591353,-0.6106876854664098,-1.3355584270118042,-0.9841220948684085,-1.2724742859303528,0.24968843543262803,-1.3169352397372227,-0.8724501446870194,2.0895928213274035,-1.1476695620179145,-1.4327420297104088,0.0
1.4803284906275684,-0.9985369414257105,0.8384284540074272,1.3454264420088276,-1.1997909719408617,-1.6158553909809903,1.9306170816887718,2.205573225799434,1.1067666294205882,1.3651852928685213,1.8878703136224149,0.4855685023630492,1.137941388966774,2.0949632412499093,0.7745969934946483,0.7502379190618106,0.9821007484430911,0.0
0.3011071714082667,1.0014652022510058,1.4472079411864802,1.3790382352410138,1.2434327425362062,0.30412336082570124,0.16976745101449012,0.5341338231782422,1.8218618036012437,0.5614748707479927,1.1275255408985905,-0.38917605209933237,0.04466437334110208,0.6187123608089246,-0.5927136328219488,0.9961483731623505,0.9947268663308106,0.0
0.8907178310179176,1.0014652022510058,0.1938384087590181,0.26984905857887165,-0.15269509430783265,-0.412977136837039,1.0579836363988622,-0.6106876854664098,-0.3344251831588866,0.6851226279973048,0.17062905821894703,-0.2900382222952958,0.23608101365803086,-0.06722239171920963,-0.4885702415904518,0.41880470501732325,0.48054085841219496,1.0
0.8907178310179176,-0.9985369414257105,1.2681551508396998,1.4350578906279907,-0.5017270535188423,-0.8177919339047149,2.335768324144801,-0.7251698363308751,2.074895480619014,2.076159897052066,1.9344220344014245,0.4224098716744646,0.4361869232590108,0.529242610479168,-0.7059561332899585,0.928946637917848,1.0154663246554618,1.0
-1.467724807420686,1.0014652022510058,1.5904501734639043,2.2193330660456665,-1.1997909719408617,-0.37249565713027144,-1.0301035362591353,2.091091074934969,1.150772486293244,2.7871345012356104,1.1378703677383704,-1.0403785122155345,1.157286339036748,2.706339868503246,0.4781042734577813,1.0473026799169045,1.2722027435285324,1.0
1.4803284906275684,-0.9985369414257105,-0.1642671719345425,-0.5144261168388046,-0.5017270535188423,0.9171286249567534,-0.5470385933307926,-0.152759082008549,0.07262899291317886,-0.6440907624328003,-0.28971573615125973,0.5100252198811027,-1.178238993126155,-0.4101897679832767,0.03791121059112921,0.18488584150222384,-0.10530499839040876,0.0
1.4803284906275684,1.0014652022510058,1.5904501734639043,0.7964338192164543,1.5924647017472158,-1.4307971980357672,2.6630058661285174,-1.1373055794429499,1.7228486256377684,0.6232987493726487,1.5413186144897875,0.8888328347484227,-1.0871842120579558,-0.4400130180931956,-1.3271462434456482,1.0473026799169045,0.7533691828691015,0.0
0.8907178310179176,-0.9985369414257105,0.6951862217300029,0.4267040936624069,-0.850759012729852,-0.719479768902565,-0.952189835786822,0.25937666110352575,-0.048387113486624375,0.06688384175074433,-0.2690260824716999,-1.2219696064132395,-0.4774660044228261,0.20118685927006028,-0.2857773395265422,0.6841567958720165,0.5688044573191317,0.0
1.4803284906275684,-0.9985369414257105,-1.5608789366394287,-1.399536671953039,-1.5488229311518713,1.5590492317354967,-0.9833553159757474,-1.0228234285784845,-1.511581854502427,-1.3859773059286729,-1.5000604764055112,-1.3743147008691166,1.2254453589216996,-1.334710521390762,-1.0717502671290637,-2.053970843586513,-1.7061662011360712,1.0
-0.28850348820138416,1.0014652022510058,-0.1642671719345425,0.18021760995970865,-1.5488229311518713,1.0790545437838237,-1.1235999768259115,0.21358380075773964,-0.13639882723193583,0.34509129556169654,-0.33109504351037944,-1.0384106818351115,1.0846726918484617,0.30556823465477634,0.15897052991582294,0.18488584150222384,0.42687676421869014,0.0
-1.467724807420686,1.0014652022510058,-1.0953416817378,-0.917767635625038,-1.1997909719408617,-1.1300776344997792,-0.391211192386166,-0.7709626966766612,-1.203540856393837,-0.6131788231204722,-0.972474307576735,-0.3833557124730746,0.78173287770608,-0.7978920194122222,-0.03228644861099922,-0.8055713612436978,-0.5868188725453087,1.0
-1.467724807420686,-0.9985369414257105,-0.05683549772647431,0.3818883693528254,-0.5017270535188423,0.3446048405324688,0.21651567129787813,-0.7480662665037681,-0.048387113486624375,-0.02585197618623974,-0.1241985067147809,-0.9389777981786979,1.3282449029399797,-0.4996595183130334,-1.1744191736215066,0.2600152938027124,0.5442717406660167,0.0
-0.878114147811035,-0.9985369414257105,-1.2385839140152242,-1.242681636869504,-0.15269509430783265,0.09014982523278679,-0.8119451749366581,-0.5191019647748377,-1.060521821557706,-1.1077698521177206,-1.0707501625546443,1.1115483165201032,-0.8132549483547481,-0.8724501446870194,1.2883042559180187,-1.0709233459239695,-1.2121183014427093,0.0
1.4803284906275684,1.0014652022510058,1.4830184992558362,1.446261821705386,-0.5017270535188423,-0.41876020536657727,1.7592069406496824,0.6257195438698144,1.0187549156752769,0.43782711349868064,1.2775255300753994,-0.2944665507196206,0.09921170703062654,0.6187123608089246,-0.6333526276467262,1.0091447239282103,1.01956958768073,0.0
0.3011071714082667,-0.9985369414257105,1.303965708909056,2.073681962039527,0.5453688241141867,-1.6505538021582198,0.045105530258788766,1.1523374378463542,0.7217153817848507,0.3760032348740246,0.6775255733681635,-1.3572816666565648,1.473571971636126,0.9318564869630729,-0.7123248510302227,0.9426942390221136,1.2286670333893448,1.0
1.4803284906275684,1.0014652022510058,0.05059617648159386,0.3370726450432439,-0.5017270535188423,1.2120651199632029,-0.7807796947477327,0.44254810248667004,-0.12539736301377188,0.1596196596877284,-0.19143988117335042,-0.9945691518606141,0.8333941835914512,0.36521473487461414,0.03558432137517146,0.3306789010378682,0.5192027475514475,1.0
0.3011071714082667,-0.9985369414257105,1.0891023604929195,0.9869006475321757,-0.15269509430783265,-0.8698395506705591,-0.04839091030798725,0.25937666110352575,1.4478120201836702,1.2106255963068813,0.9258014175228818,-0.19227993487576592,-0.05669587866045433,0.7529169863035595,-0.17620583979332977,0.8577185085254597,0.8379916476673307,0.0
1.4803284906275684,1.0014652022510058,1.0891023604929195,1.2557949933896646,-1.1997909719408617,-0.9855009212613236,-0.5937868136141807,0.8088909852529587,0.7767227028756704,0.5923868100603208,0.4499393828930051,-1.0327290611921875,0.44076623501622186,0.8125634865233973,-0.3312262850889681,0.8577185085254597,0.9477353071929937,0.0
0.3011071714082667,1.0014652022510058,-0.05683549772647431,0.4379080247398023,-1.1997909719408617,-0.14117291594874232,1.0424008963043996,0.946269566290317,0.14963924244032636,-0.11858779412322382,0.610284198909594,0.15303449486362689,1.4995647497047722,0.5590658605890868,0.16814622820409508,0.2600152938027124,0.5748565071032848,1.0
0.8907178310179176,-0.9985369414257105,0.1938384087590181,-0.346367150677874,-1.1997909719408617,0.6915889523047625,-0.2821320117249273,-0.4733091044290516,-0.07039004192295224,-0.48953106587116013,-0.31557780325070955,-0.05090491282258267,-1.412872553518235,-0.5443943934779117,-0.5543804858208571,0.41880470501732325,0.04783691216029997,0.0
0.3011071714082667,-0.9985369414257105,1.1607234766316317,0.2922569207336624,0.8944007833251965,1.4376047926151938,0.4814222529037435,-0.8854448475411263,0.39167145523993285,0.2832674169370405,0.1913187118985069,-0.2908388342641091,-1.4302107401085797,-0.4400130180931956,-1.0317088324427288,0.8867237085138748,0.49357350738568123,0.0
-0.28850348820138416,1.0014652022510058,-0.9879100075297318,-0.6712811519223398,1.5924647017472158,0.06123448258509565,-0.578204073519718,-0.9999269984055915,-0.8074881445399356,-0.48953106587116013,-0.8793708660187156,-0.8207646226554536,1.6321498812366135,-0.8873617697419788,-0.869256985149793,-0.6393729116679128,-0.2694217343560574,1.0
