no_of_dependents,education,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,total_assets,log_income,log_loan_amount,loan_to_income_ratio,loan_to_assets_ratio,high_income_flag,high_cibil_flag,assets_to_income_ratio,loan_per_year,dependents_flag,self_employed_ Yes
0.8907178310179176,-0.9985369414257105,-0.09264605579583036,-0.08867673589778034,-0.850759012729852,1.1311021605496678,-0.2353837914415393,-1.1373055794429499,-0.44443982534052584,-0.7368265803697843,-0.6673019158032271,0.23549578299249604,0.24894225542563264,-0.00876375578651983,1.6785431903725023,-0.9828699766011054,1.7344209300055493,-1.8509132780397226,0.1450896118830919,0.4499608746684474,0.0
0.3011071714082667,-0.9985369414257105,0.2654595248977302,0.18021760995970865,1.2434327425362062,0.1942450587644749,0.10743649063663945,0.7859945550800657,-0.048387113486624375,-0.39679524793417603,0.12407733743993736,0.46053369464893185,0.42687676421869014,-0.17641580504093335,-0.05555436796986649,1.017428575301621,-0.5765613079846773,-0.30025385819232225,-0.5073478462178991,0.4499608746684474,1.0
-0.28850348820138416,-0.9985369414257105,1.0891023604929195,0.8076377502938497,1.2434327425362062,0.7956841858364506,2.3201855840503387,1.7476446223415734,1.304792985347539,0.7160345673096329,1.8982151404621947,0.8577185085254597,0.7585236220248788,-0.3883372877782387,-1.1347350068824054,1.017428575301621,-0.5765613079846773,1.7251357171374953,-0.34213112556183417,0.4499608746684474,1.0
-0.28850348820138416,1.0014652022510058,-0.2358882880732546,-0.13349246020736186,-0.850759012729852,1.2178481884927412,0.9021562354542356,-0.17565551218144207,-0.015382720832132586,0.06688384175074433,0.2637324997769664,0.13202584471235818,0.21640501638545284,0.2933171601620151,-0.8071835820618452,-0.9828699766011054,1.7344209300055493,1.726934841574423,0.1130577986946711,0.4499608746684474,1.0
1.4803284906275684,-0.9985369414257105,0.5161334313832227,1.087736027228734,-0.5017270535188423,1.038573064077056,-0.06397365040244993,1.0607517171547822,0.06162752869501493,1.1797136569945532,0.4447669694731151,0.5960309886256555,0.8803855793839354,1.395191749473179,0.8070425066837605,1.017428575301621,1.7344209300055493,-0.055026628314948325,0.5445975041497838,0.4499608746684474,0.0
0.8907178310179176,1.0014652022510058,0.4803228733138666,0.37068443827543,0.8944007833251965,-1.6158553909809903,1.6033795397050556,-0.3130340932188003,-0.13639882723193583,1.0251539604329132,0.5689048915504743,0.5775941200238806,0.5380556779090417,-0.18365251387909176,-0.4390140066638303,1.017428575301621,-0.5765613079846773,0.32487736205295453,-0.39332748332815676,0.4499608746684474,1.0
-0.878114147811035,1.0014652022510058,-1.668310610847497,-1.5227799138043883,0.8944007833251965,0.5123138278890774,-1.092434496636986,-1.0686162889242707,-1.533584782938755,-1.478713123865657,-1.5724742642839709,-2.719439139626729,-2.336992477920909,1.285400486172848,1.5728292896578022,-0.9828699766011054,-0.5765613079846773,-0.9154583572426892,-0.9505868215914176,0.4499608746684474,1.0
0.3011071714082667,-0.9985369414257105,0.5519439894525787,0.7852298881390589,-1.1997909719408617,-0.8351411394933297,-0.5626213334252553,-0.45041267425615855,1.0957651652024243,0.7469465066219608,0.35166352791509575,0.6141863673403013,0.7481914730298324,0.6112975973046194,0.5234244081158455,1.017428575301621,-0.5765613079846773,-0.3505250312114448,1.4776130405213947,0.4499608746684474,0.0
-1.467724807420686,1.0014652022510058,-0.5581833106974591,-0.2791435642135017,-0.15269509430783265,-0.8756226192000972,-0.9677725758812847,-0.5648948251206237,-0.5214500748676734,-0.4277071872465041,-0.7655777707811364,-0.1401020459306973,0.10379243594062018,1.0335742731035176,1.5561085890496609,-0.9828699766011054,-0.5765613079846773,-1.0700870444478245,-0.35795545432597026,-2.222415450536332,1.0
0.3011071714082667,1.0014652022510058,-0.8804783333216637,-0.7833204626962936,0.19633686490317706,-1.0086331953794765,-0.017225430119061913,-0.702273406157982,-0.9175027867215748,-0.8604743376190964,-0.7397157036816866,-0.49357988196053837,-0.402928191906433,0.21993633458303263,-0.28661213869050306,-0.9828699766011054,-0.5765613079846773,0.4877471519051582,-0.6507777465676696,0.4499608746684474,0.0
