cibil_score,high_cibil_flag,loan_to_assets_ratio,loan_per_year,loan_term,residential_assets_value,education,income_annum,loan_to_income_ratio,assets_to_income_ratio
1.1311021605496678,1.7344209300055493,1.6785431903725023,0.1450896118830919,-0.850759012729852,-0.2353837914415393,-0.9985369414257104,-0.0926460557958303,-0.0087637557865198,-1.8509132780397224
0.1942450587644749,-0.5765613079846773,-0.0555543679698664,-0.5073478462178991,1.2434327425362062,0.1074364906366394,-0.9985369414257104,0.2654595248977302,-0.1764158050409333,-0.3002538581923222
0.7956841858364506,-0.5765613079846773,-1.1347350068824054,-0.3421311255618341,1.2434327425362062,2.3201855840503387,-0.9985369414257104,1.0891023604929195,-0.3883372877782387,1.7251357171374953
1.2178481884927412,1.7344209300055493,-0.8071835820618452,0.1130577986946711,-0.850759012729852,0.9021562354542356,1.0014652022510058,-0.2358882880732546,0.2933171601620151,1.726934841574423
1.038573064077056,1.7344209300055493,0.8070425066837605,0.5445975041497838,-0.5017270535188423,-0.0639736504024499,-0.9985369414257104,0.5161334313832227,1.395191749473179,-0.0550266283149483
-1.6158553909809903,-0.5765613079846773,-0.4390140066638303,-0.3933274833281567,0.8944007833251965,1.6033795397050556,1.0014652022510058,0.4803228733138666,-0.1836525138790917,0.3248773620529545
0.5123138278890774,-0.5765613079846773,1.5728292896578022,-0.9505868215914176,0.8944007833251965,-1.092434496636986,1.0014652022510058,-1.668310610847497,1.285400486172848,-0.9154583572426892
-0.8351411394933297,-0.5765613079846773,0.5234244081158455,1.4776130405213947,-1.1997909719408617,-0.5626213334252553,-0.9985369414257104,0.5519439894525787,0.6112975973046194,-0.3505250312114448
-0.8756226192000972,-0.5765613079846773,1.5561085890496609,-0.3579554543259702,-0.1526950943078326,-0.9677725758812848,1.0014652022510058,-0.5581833106974591,1.0335742731035176,-1.0700870444478243
-1.0086331953794765,-0.5765613079846773,-0.286612138690503,-0.6507777465676696,0.196336864903177,-0.0172254301190619,1.0014652022510058,-0.8804783333216637,0.2199363345830326,0.4877471519051582
0.6221921299503037,-0.5765613079846773,2.011333913530469,-0.9793956195209416,1.2434327425362062,-1.139182716920374,-0.9985369414257104,-1.7399317269862091,0.8656531347011556,-1.5168360788604582
-1.0028501268499384,-0.5765613079846773,-0.2296903126892413,0.0276396301922157,-0.5017270535188423,-0.5470385933307926,-0.9985369414257104,0.6593756636606468,-0.9957458243749888,-0.8951122558311515
1.2988111479062765,1.7344209300055493,-0.2510832500307115,-0.5777616390689362,0.5453688241141867,-0.578204073519718,1.0014652022510058,-0.7014255429748834,1.1093968896024444,1.3671703112398246
0.1074990308214014,-0.5765613079846773,-0.2668475830772205,-0.6557057178274266,1.5924647017472158,0.6216669137539075,1.0014652022510058,-0.2716988461426106,0.0262139240970173,0.2453352661106413
-0.5228554388982654,-0.5765613079846773,-1.136466871992567,-0.4689939646370268,1.2434327425362062,2.67858860622298,-0.9985369414257104,1.411397383117124,-1.6527201185846208,-0.1448036059991181
0.0785836881737103,-0.5765613079846773,-1.096645550413978,-0.3627832156438422,1.2434327425362062,1.2449765175324143,-0.9985369414257104,1.339776266978412,-0.8895680133610709,0.879550428266194
-1.0780300177339353,-0.5765613079846773,-0.5831673710278109,-0.3914432590229555,-0.850759012729852,-0.7963624348421954,1.0014652022510058,-0.7372361010442394,-0.7572892480896032,-0.0735312307506803
1.5359169576173437,1.7344209300055493,-1.0100049343056925,-0.337571573206066,-0.1526950943078326,0.9177389755486982,-0.9985369414257104,-0.0568354977264743,-0.5562734114727431,1.1259368234661584
0.9749593102521356,1.7344209300055493,-0.5977869281275336,-0.9680158964145288,-0.850759012729852,-1.1080172367314487,1.0014652022510058,-1.7399317269862091,-1.6527365347524938,-1.1159246137150454
-1.3845326497994612,-0.5765613079846773,-1.2011462763318723,-0.623673904639006,1.5924647017472158,-0.0951391305913752,1.0014652022510058,0.5519439894525787,-1.4237746288173645,0.3541106572606879
1.2525465996699705,1.7344209300055493,-0.9740855047558268,-0.5516023249650592,0.196336864903177,-0.0483909103079872,-0.9985369414257104,-0.6298044268361712,0.2805975588649202,2.188592117398545
-0.9218871674364032,-0.5765613079846773,-0.4753907742015564,-0.9026878563591972,1.2434327425362062,-1.0301035362591353,-0.9985369414257104,-1.2743944720845803,-1.3169352397372227,-0.9020868662685936
-1.6158553909809903,-0.5765613079846773,-0.6478313413043696,2.0381697713187577,-1.1997909719408617,1.930617081688772,-0.9985369414257104,0.8384284540074272,1.137941388966774,2.351454159490891
0.3041233608257012,-0.5765613079846773,0.1246641578711238,-0.1916658978214893,1.2434327425362062,0.1697674510144901,1.0014652022510058,1.4472079411864802,0.044664373341102,-0.3405120096537731
-0.412977136837039,-0.5765613079846773,0.0156985716115664,-0.1082529106071449,-0.1526950943078326,1.0579836363988622,1.0014652022510058,0.1938384087590181,0.2360810136580308,0.0009248963936677
-0.8177919339047149,-0.5765613079846773,-0.6037125352936327,0.7376781558688755,-0.5017270535188423,2.335768324144801,-0.9985369414257104,1.2681551508396998,0.4361869232590108,1.3921347519551068
-0.3724956571302714,-0.5765613079846773,1.0623114101823024,2.912638271362644,-1.1997909719408617,-1.0301035362591353,1.0014652022510058,1.5904501734639045,1.157286339036748,-0.5250852022592334
0.9171286249567534,1.7344209300055493,-0.6645385875418256,-0.3460648570060261,-0.5017270535188423,-0.5470385933307926,-0.9985369414257104,-0.1642671719345425,-1.178238993126155,-0.4360957910248568
-1.4307971980357672,-0.5765613079846773,-0.899320210537185,-0.407459165617166,1.5924647017472158,2.6630058661285174,1.0014652022510058,1.5904501734639045,-1.0871842120579558,0.1332568471113635
-0.719479768902565,-0.5765613079846773,1.4210401486756126,0.5134554635499304,-0.850759012729852,-0.952189835786822,-0.9985369414257104,0.6951862217300029,-0.4774660044228261,-1.9979146482199008
1.5590492317354967,1.7344209300055493,1.770158882423115,-0.514231876245235,-1.5488229311518713,-0.9833553159757474,-0.9985369414257104,-1.560878936639429,1.2254453589216996,-1.115910295468888
1.0790545437838237,1.7344209300055493,1.0587183566588376,2.120384758502371,-1.5488229311518713,-1.1235999768259115,1.0014652022510058,-0.1642671719345425,1.0846726918484615,-0.5755439240849106
-1.1300776344997792,-0.5765613079846773,0.1180722857820175,-0.2264794211025887,-1.1997909719408617,-0.391211192386166,1.0014652022510058,-1.0953416817378,0.78173287770608,0.3674725235024492
0.3446048405324688,-0.5765613079846773,0.884475534462488,0.1522077925916297,-0.5017270535188423,0.2165156712978781,-0.9985369414257104,-0.0568354977264743,1.3282449029399797,-0.1995319283125372
0.0901498252327867,-0.5765613079846773,-1.0191982180887853,-0.7962088984039085,-0.1526950943078326,-0.8119451749366581,-0.9985369414257104,-1.2385839140152242,-0.8132549483547481,0.7884307170274792
